job_id,company_id,company,location,country,required_skill,experience_level
3757912818,163139,Cogent Communications,Herndon,US,"Sales, Business Development",4
3757912817,163139,Cogent Communications,Walnut Creek,US,"Sales, Business Development",4
3757912815,163139,Cogent Communications,Washington,US,Information Technology,2
3757912813,163139,Cogent Communications,Orlando,US,"Engineering, Information Technology",2
3757912791,5262,DSV Global Transport and Logistics,Torrance,DK,"General Business, Supply Chain, Other",2
3757912732,2602522,Fastly,New York,US,Engineering,4
3757912731,2602522,Fastly,San Francisco,US,Engineering,4
3757912704,8058,Culver Careers CulverCareers.com,Orlando,US,Sales,4
3757912654,3002336,J. Uno Associates Inc.,Honolulu,US,"Management, Manufacturing",7
3757912641,808034,Aya Healthcare,Indianapolis,US,"Management, Manufacturing",2
3757912572,808034,Aya Healthcare,Everett,US,Health Care Provider,4
3757912556,10769,CHRISTUS Health,Tyler,US,Health Care Provider,7
3757912515,497017,Morgan Stanley,Des Moines,US,"Finance, Sales",4
3757912514,10769,CHRISTUS Health,Texarkana,US,Health Care Provider,7
3757912493,3608,NVIDIA,Santa Clara,US,"Project Management, Information Technology",4
3757912492,3493,Conagra Brands,Waseca,US,"Management, Manufacturing",7
3757912491,1642,Sanofi,Cambridge,FR,Quality Assurance,4
3757912464,5394,Meritor,Maxton,US,"Engineering, Information Technology",2
3757912463,5394,Meritor,Maxton,US,"Management, Manufacturing",2
3757912436,162552,ASM,Phoenix,NL,Other,4
3757912394,808034,Aya Healthcare,Everett,US,Health Care Provider,4
3757912385,2029,Nike,Eugene,US,Customer Service,2
3757912384,40919467,Freight Salvage,Berkeley,US,"Finance, Sales",7
3757912294,14611,Tommy Bahama,Denver,US,"Sales, Business Development",2
3757912247,164798,MT Bank,Buffalo,US,"Engineering, Information Technology",7
3757912241,76074281,AAA Auto Club Enterprises,Louisville,US,"Sales, Business Development",4
3757912231,808034,Aya Healthcare,Newnan,US,"Engineering, Information Technology",2
3757912199,9185,Advance Auto Parts,Coeur d'Alene,US,"Sales, Customer Service",2
3757912187,166551,Tyson Foods,Zeeland,US,"Management, Manufacturing",7
3757912183,74956728,TD SYNNEX,Clearwater,US,"Accounting/Auditing, Finance",4
3757912173,3257923,Kerr Dental,Brea,US,Legal,7
3757912165,808034,Aya Healthcare,Wichita,US,Health Care Provider,4
3757912157,808034,Aya Healthcare,Kansas City,US,Health Care Provider,4
3757912138,7396,Xcel Energy,Sioux Falls,US,"Management, Manufacturing",7
3757912121,4997572,Driver and Vehicle Standards Agency DVSA,Enfield,GB,"Engineering, Information Technology",2
3757912053,1100944,FreeportMcMoRan,Claypool,US,"Management, Manufacturing",2
3757912023,35504315,MercyOne,Des Moines,US,Health Care Provider,4
3757911992,3608,NVIDIA,Champaign,US,"Product Management, Marketing",4
3757911914,163139,Cogent Communications,Washington,US,Other,2
3757911912,163139,Cogent Communications,Houston,US,Human Resources,4
3757911911,163139,Cogent Communications,Austin,US,"Sales, Business Development",2
3757911892,163139,Cogent Communications,Orlando,US,"Sales, Business Development",4
3757911891,163139,Cogent Communications,Pasadena,US,"Sales, Business Development",4
3757911890,163139,Cogent Communications,Austin,US,"Sales, Business Development",4
3757911889,163139,Cogent Communications,Vienna,US,"Sales, Business Development",4
3757911888,163139,Cogent Communications,San Francisco Bay Area,US,"Sales, Business Development",4
3757911886,163139,Cogent Communications,Washington,US,Other,4
3757911884,163139,Cogent Communications,Oklahoma City,US,"Engineering, Information Technology",2
3757911830,808034,Aya Healthcare,Mesa,US,Health Care Provider,4
3757911733,2349382,PulsePoint,New Jersey,US,Product Management,4
3757911731,1273631,Volkswagen of America Inc,Auburn Hills,US,"Management, Manufacturing",7
3757911730,1612,Abbott,Milwaukee,US,Sales,3
3757911718,1258341,Fusion Academy,San Diego,US,"Education, Training",4
3757911713,808034,Aya Healthcare,Greenville,US,"Management, Manufacturing",2
3757911662,28647688,Advantis Medical Staffing,Pocatello,US,Health Care Provider,4
3757911650,20372,LA Clippers,Los Angeles,US,"Management, Manufacturing",2
3757911632,6062532,CHRISTUS St Frances Cabrini,Alexandria,US,Health Care Provider,7
3757911613,76440728,GXO Logistics Inc.,Arlington,US,"Management, Manufacturing",4
3757911608,6062532,CHRISTUS St Frances Cabrini,Alexandria,US,Health Care Provider,7
3757911572,3608,NVIDIA,California,US,Engineering,5
3757911571,3608,NVIDIA,Santa Clara,US,Finance,4
3757911560,3617422,Optum,Woodstock,US,Health Care Provider,4
3757911559,3617422,Optum,Tifton,US,Health Care Provider,4
3757911555,1642,Sanofi,Bridgewater,FR,Health Care Provider,4
3757911533,5394,Meritor,Troy,US,"Purchasing, Supply Chain",4
3757911470,2736008,Anders Group LLC,Davenport,US,Health Care Provider,2
3757911454,808034,Aya Healthcare,Columbia,US,Health Care Provider,4
3757911409,68941,Kronospan,Anniston,LI,"Management, Manufacturing",2
3757911388,808034,Aya Healthcare,Santa Monica,US,Legal,2
3757911383,2349382,PulsePoint,Newark,US,Other,4
3757911313,76074281,AAA Auto Club Enterprises,Portland,US,"Management, Manufacturing",2
3757911306,27156989,Inspire,Atlanta,US,"Accounting/Auditing, Finance",4
3757911272,2271,Starbucks,Galt,US,"Management, Customer Service",7
3757911269,1075434,Health Care Service Corporation,Richardson,US,Other,7
3757911250,808034,Aya Healthcare,Santa Barbara,US,Health Care Provider,2
3757911242,951694,Franklin W. Olin College of Engineering,Needham,US,Other,7
3757911200,166083,Specialized Bicycle Components,Morgan Hill,US,"Management, Manufacturing",4
3757911196,1680,Cognizant,Austin,US,Information Technology,2
3757911191,808034,Aya Healthcare,Fremont,US,Health Care Provider,4
3757911131,1100944,FreeportMcMoRan,Green Valley,US,Other,7
3757911076,11440,Almac Group,Souderton,GB,Other,4
3757911055,28923,Harbor Freight Tools,Flint,US,"Sales, Business Development",2
3757911046,1387626,RPM Living,Las Vegas,US,"Management, Manufacturing",2
3757911020,163640,Entergy,Greater Jackson Area,US,"Engineering, Information Technology",2
3757910993,808034,Aya Healthcare,Everett,US,Health Care Provider,4
3757910977,808034,Aya Healthcare,Fort Worth,US,Health Care Provider,2
3757910936,10769,CHRISTUS Health,Irving,US,Administrative,7
3757910904,808034,Aya Healthcare,Phoenix,US,Health Care Provider,4
3757910899,3608,NVIDIA,Santa Clara,US,"Engineering, Information Technology",4
3757910888,3617422,Optum,Shoreline,US,Health Care Provider,2
3757910885,166388,Nebraska Medicine,Omaha,US,"Design, Art/Creative, Information Technology",4
3757910874,3493,Conagra Brands,Jackson,US,"Management, Manufacturing",7
3757910856,434092,Bonobos,Columbus,US,"Management, Manufacturing",2
3757910829,2736008,Anders Group LLC,Davenport,US,Other,2
3757910822,80862575,Trinity Health MI,Howell,0,Health Care Provider,4
3757910775,2029,Nike,Beaverton,US,Marketing,5
3757910748,165221,Northwestern Memorial Hospital,Chicago,US,Health Care Provider,7
3757910740,2908367,gpac,San Antonio,US,"Management, Manufacturing",5
3757910737,808034,Aya Healthcare,Everett,US,Health Care Provider,4
3757910722,808034,Aya Healthcare,Centennial,US,"Management, Manufacturing",2
3757910684,808034,Aya Healthcare,New Orleans,US,Health Care Provider,2
3757910648,76074281,AAA Auto Club Enterprises,Glendale,US,"Sales, Business Development",2
3757910644,23379,Penn Medicine Lancaster General Health,Lititz,US,Other,4
3757910619,808034,Aya Healthcare,Memphis,US,Health Care Provider,4
3757910594,808034,Aya Healthcare,Greenbrae,US,Health Care Provider,4
3757910550,18649640,California Department of Housing Community Development,Sacramento,US,Information Technology,2
3757910540,11011,Turner Townsend,Tulsa,GB,"Consulting, Engineering",4
3757910520,2271,Starbucks,Southborough,US,"Management, Customer Service",7
3757910519,2906528,Lambda,Salt Lake City,US,Information Technology,2
3757910497,808034,Aya Healthcare,Indianapolis,US,"Management, Manufacturing",2
3757910472,9185,Advance Auto Parts,Edison,US,"Sales, Customer Service",2
3757910466,82291209,Hyatt Centric,Miami,0,"Management, Manufacturing",4
3757910421,6859,Marriott Vacations Worldwide,Tempe,US,"Engineering, Information Technology",5
3757910351,3162,The University of Texas at Austin,Austin,US,"Marketing, Public Relations, Writing/Editing",7
3757910282,9185,Advance Auto Parts,Elkhart,US,"Sales, Customer Service",2
3757910187,9158,Solar Turbines,Houston,US,"Project Management, Information Technology",2
3757910126,3162,The University of Texas at Austin,Austin,US,"Marketing, Public Relations, Writing/Editing",7
3757910099,11418511,Syneos Health Commercial Solutions,Houston,US,"Sales, Business Development",4
3757909980,808034,Aya Healthcare,Cincinnati,US,Health Care Provider,4
3757909947,1612,Abbott,Irving,US,Quality Assurance,3
3757909879,585331,Sono Bello,New York,US,Health Care Provider,2
3757909847,200465,EXPRESS,Columbus,US,"Distribution, Supply Chain, Manufacturing",4
3757909844,200465,EXPRESS,Columbus,US,"Distribution, Supply Chain, Manufacturing",2
3757909841,3242,International Paper,Wichita,US,"Management, Manufacturing",7
3757909782,2029,Nike,Beaverton,US,Administrative,4
3757909765,2349382,PulsePoint,Newark,US,Advertising,4
3757909747,63316,BW Flexible Systems,Greenville,US,"Project Management, Information Technology",4
3757909746,808034,Aya Healthcare,Milwaukee,US,Health Care Provider,4
3757909739,2908367,gpac,Eugene,US,"Accounting/Auditing, Finance",4
3757909701,808034,Aya Healthcare,Tulsa,US,Health Care Provider,4
3757909689,808034,Aya Healthcare,Apple Valley,US,Other,7
3757909660,9185,Advance Auto Parts,North Miami Beach,US,"Sales, Customer Service",2
3757909658,808034,Aya Healthcare,Jackson,US,Health Care Provider,4
3757909578,18649640,California Department of Housing Community Development,Sacramento,US,Other,4
3757909542,117893,Implant Direct,Los Angeles,US,"Sales, Business Development",7
3757909497,7396,Xcel Energy,Osseo,US,"Management, Manufacturing",7
3757909453,6172983,Related Management Company,Worcester,US,Other,4
3757909418,2701,Liberty Mutual Insurance,Portsmouth,US,Information Technology,4
3757909188,3896,Dassault Systèmes,Waltham,FR,"Management, Manufacturing",1
3757909178,9185,Advance Auto Parts,Moon,US,"Sales, Customer Service",2
3757909059,9804,Mercury Insurance,Brea,US,"Engineering, Information Technology",2
3757908984,9185,Advance Auto Parts,Friendswood,US,"Sales, Customer Service",2
3757908978,808034,Aya Healthcare,Cocoa Beach,US,"Management, Manufacturing",2
3757908919,2349382,PulsePoint,Newark,US,"Customer Service, Advertising, Other",4
3757908906,6859,Marriott Vacations Worldwide,Breckenridge,US,"Management, Manufacturing",4
3757908797,1387626,RPM Living,Concord,US,"Management, Manufacturing",2
3757908789,6893,Delta Dental Ins.,San Francisco,US,Human Resources,4
3757908668,737554,Alameda Health System,Oakland,US,Health Care Provider,4
3757908633,165944,SherwinWilliams,Scottsdale,US,"Sales, Customer Service",2
3757908628,3896,Dassault Systèmes,Waltham,FR,"Management, Manufacturing",3
3757908556,356044,Foothills Sports Medicine Physical Therapy,Surprise,US,Health Care Provider,7
3757908501,2646,Walmart,Atchison,US,Health Care Provider,4
3757908498,9185,Advance Auto Parts,Temple,US,"Sales, Customer Service",2
3757908495,2646,Walmart,Fairbury,US,"Health Care Provider, Customer Service",3
3757908473,5482,Takeda,Boston,JP,Quality Assurance,4
3757908437,2646,Walmart,Blackwell,US,"Health Care Provider, Customer Service",3
3757908381,2646,Walmart,Aledo,US,"Health Care Provider, Customer Service",3
3757908366,1908498,PT Solutions Physical Therapy,Kansas City,US,Health Care Provider,2
3757908345,356044,Foothills Sports Medicine Physical Therapy,Scottsdale,US,Health Care Provider,7
3757908303,2301992,SoFi,Jacksonville,US,"Accounting/Auditing, Finance",7
3757908263,15721,Extra Space Storage,Las Vegas,US,"Sales, Business Development",3
3757908259,36995,99 Cents Only Stores,San Luis Obispo,US,"Sales, Business Development",2
3757908225,2736008,Anders Group LLC,Union Springs,US,Health Care Provider,2
3757908167,10667,Meta,Austin,US,"Purchasing, Supply Chain",7
3757908157,17937,24 Seven Talent,New York,US,"Sales, Business Development",5
3757908137,43093,RES,Weatherford,GB,"Management, Manufacturing",2
3757908096,2646,Walmart,Sturgeon Bay,US,Health Care Provider,4
3757908044,2646,Walmart,Beardstown,US,"Health Care Provider, Customer Service",3
3757907833,28923,Harbor Freight Tools,Corona,US,"Management, Manufacturing",4
3757907821,6893,Delta Dental Ins.,Oakland,US,Human Resources,4
3757907679,87157428,StoutCap,Red Bank,US,"Sales, Business Development",7
3757907564,1680,Cognizant,Louisville,US,"Research, Analyst, Information Technology",4
3757907559,9185,Advance Auto Parts,Skowhegan,US,"Sales, Customer Service",2
3757907458,277579,ABB,Pinetops,CH,"Management, Manufacturing",7
3757907415,9185,Advance Auto Parts,Tappahannock,US,"Sales, Customer Service",2
3757907398,1908498,PT Solutions Physical Therapy,Claremore,US,Health Care Provider,2
3757907338,18043,Addison Group,Forest Park,US,Human Resources,4
3757907307,15721,Extra Space Storage,Las Vegas,US,"Sales, Business Development",3
3757907302,1663,Eli Lilly and Company,Indianapolis,US,"Research, Analyst, Information Technology",4
3757907294,19142259,Asset Living,Denver,US,"Sales, Business Development",4
3757907293,19142259,Asset Living,Pueblo,US,"Sales, Business Development",4
3757906952,28149455,Complete Care,Wilmington,US,"Management, Health Care Provider",7
3757906900,6978821,Black Rifle Coffee Company,Benbrook,US,"Sales, Business Development",2
3757906759,1613226,BioRad Laboratories,Hercules,US,"Marketing, Public Relations, Writing/Editing",2
3757906748,1122744,KeHE Distributors,Elkton,US,"Management, Manufacturing",2
3757906730,9185,Advance Auto Parts,Bridgeton,US,"Sales, Customer Service",2
3757906682,165944,SherwinWilliams,Las Vegas,US,"Human Resources, Manufacturing",3
3757906681,165944,SherwinWilliams,Cottonwood,US,"Sales, Customer Service",2
3757906550,63176898,Colorado In Motion,Fort Collins,US,Health Care Provider,7
3757906520,5482,Takeda,Social Circle,JP,"Other, Information Technology, Management",4
3757906519,9185,Advance Auto Parts,Cantonment,US,"Sales, Customer Service",2
3757906463,15157241,Salad and Go,Tucson,US,"Management, Manufacturing",4
3757906424,79098,Allied OneSource,Elwood,US,"Engineering, Information Technology",2
3757906412,2737970,Regional Finance Regional Management Corp.,Greenwood,US,"Finance, Sales",3
3757906338,609279,Telecare Corporation,San Diego,US,Other,4
3757906311,15721,Extra Space Storage,Las Vegas,US,"Sales, Business Development",3
3757906296,277579,ABB,Pinetops,CH,"Management, Manufacturing",7
3757906279,9185,Advance Auto Parts,Aliso Viejo,US,"Sales, Customer Service",2
3757906165,2646,Walmart,Mustang,US,"Health Care Provider, Customer Service",3
3757906085,89902925,HirePlus Infotech LLC,San Ramon,US,Information Technology,4
3757905974,28923,Harbor Freight Tools,Layton,US,"Sales, Business Development",2
3757905940,3572530,Western Alliance Bank,Las Vegas,US,"Finance, Sales",2
3757905931,15157241,Salad and Go,Scottsdale,US,"Management, Manufacturing",4
3757905883,74101975,Hugh Development,Portland,US,Other,7
3757905875,1122744,KeHE Distributors,North East,US,"Management, Manufacturing",2
